Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Note,Alteration,Annotation,Fxnal Cat
Rv2436,Mb2462,rbsK, 304 aa, 304 aa ,,,99.30%,304 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),ribokinase rbsk,intermediate metabolism and respiration
Rv2439c,Mb2466c,proB, 376 aa, 376 aa ,,,99.70%,376 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable glutamate 5-kinase protein prob gamma-glutamyl kinase gk,intermediate metabolism and respiration
Rv2458,Mb2485,mmuM, 302 aa, 302 aa ,,,99.70%,302 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable homocysteine s-methyltransferase mmum s-methylmethionine:homocysteine methyltransferase cysteine methyltransferase,intermediate metabolism and respiration
Rv2471,Mb2498,aglA, 546 aa, 546 aa ,,,99.80%,546 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable alpha-glucosidase agla maltase glucoinvertase glucosidosucrase maltase-glucoamylase lysosomal alpha-glucosidase acid maltase,intermediate metabolism and respiration
Rv2495c,Mb2523c,bkdc, 393 aa, 393 aa ,,,99.50%,393 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable branched-chain keto acid dehydrogenase e2 component bkdc,intermediate metabolism and respiration
Rv2496c,Mb2524c,bkdb, 348 aa, 348 aa ,,,99.70%,348 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable branched-chain keto acid dehydrogenase e1 componentc beta subunit bkdb,intermediate metabolism and respiration
Rv2579,Mb2610,dhaA, 300 aa, 300 aa ,,,99.30%,300 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible haloalkane dehalogenase dhaa 1-chlorohexane halidohydrolase,intermediate metabolism and respiration
Rv2584c,Mb2615c,apt, 223 aa, 223 aa ,,,99.60%,223 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),adenine phosphoribosyltransferase apt aprt amp diphosphorylase amp pyrophosphorylase transphosphoribosidase,intermediate metabolism and respiration
Rv2672,Mb2691,, 528 aa, 528 aa ,,,99.80%,528 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible secreted protease,intermediate metabolism and respiration
Rv2702,Mb2721,ppgK, 265 aa, 265 aa ,,,99.60%,265 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),polyphosphate glucokinase ppgk polyphosphate-glucose phosphotransferase,intermediate metabolism and respiration
Rv2773c,Mb2795c,dapB, 245 aa, 245 aa ,,,99.20%,245 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),dihydrodipicolinate reductase dapb dhpr,intermediate metabolism and respiration
Rv2849c,Mb2874c,cobO, 207 aa, 207 aa ,,,99.50%,207 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cobialamin adenosyltransferase cobo corrinoid adenosyltransferase corrinoid adotransferase activity,intermediate metabolism and respiration
Rv2850c,Mb2875c,, 629 aa, 629 aa ,,,99.70%,629 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible magnesium chelatase,intermediate metabolism and respiration
Rv2874,Mb2899,dipZ, 695 aa, 695 aa ,,,99.90%,695 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible integral membrane c-type cytochrome biogenesis protein dipz,intermediate metabolism and respiration
Rv2918c,Mb2942c,glnD, 808 aa, 808 aa ,,,99.80%,808 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable [protein-pii] uridylyltransferase glnd pii uridylyl-transferase uridylyl removing enzyme utase,intermediate metabolism and respiration
Rv2971,Mb2996,, 282 aa, 282 aa ,,,99.60%,282 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv2988c,Mb3012c,leuC, 473 aa, 473 aa ,,,99.80%,473 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable 3-isopropylmalate dehydratase large subunit leuc isopropylmalate isomerase alpha-ipm isomerase ipmi,intermediate metabolism and respiration
Rv2995c,Mb3019c,leuB, 336 aa, 336 aa ,,,99.70%,336 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable 3-isopropylmalate dehydrogenase leub beta-ipm dehydrogenase imdh 3-ipm-dh,intermediate metabolism and respiration
Rv2997,Mb3021,, 480 aa, 480 aa ,,,99.80%,480 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible alanine rich dehydrogenase,intermediate metabolism and respiration
Rv3028c,Mb3054c,fixB, 318 aa, 318 aa ,,,99.70%,318 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable electron transfer flavoprotein alpha-subunit fixb alpha-etf electron transfer flavoprotein large subunit etfls,intermediate metabolism and respiration
Rv3042c,Mb3068c,serB2, 409 aa, 409 aa ,,,99.50%,409 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphoserine phosphatase serb2 psp o-phosphoserine phosphohydrolase pspase,intermediate metabolism and respiration
Rv3059,Mb3085,cyp136, 492 aa, 492 aa ,,,99.80%,492 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cytochrome p450 136 cyp136,intermediate metabolism and respiration
Rv3077,Mb3104,, 603 aa, 603 aa ,,,99.80%,603 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible hydrolase,intermediate metabolism and respiration
Rv3083,Mb3110,, 495 aa, 495 aa ,,,99.80%,495 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable monooxygenase hydroxylase,intermediate metabolism and respiration
Rv3106,Mb3133,fprA, 456 aa, 456 aa ,,,99.60%,456 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),nadph:adrenodoxin oxidoreductase fpra nadph-ferredoxin reductase,intermediate metabolism and respiration
Rv3109,Mb3136,moaA1, 359 aa, 359 aa ,,,99.70%,359 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable molybdenum cofactor biosynthesis protein a moaa1,intermediate metabolism and respiration
Rv3113,Mb3140,, 222 aa, 222 aa ,,,98.60%,222 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible phosphatase,intermediate metabolism and respiration
Rv3137,Mb3161,, 260 aa, 260 aa ,,,99.60%,260 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable monophosphatase,intermediate metabolism and respiration
Rv3138,Mb3162,pflA, 362 aa, 362 aa ,,,98.90%,362 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable pyruvate formate lyase activating protein pfla formate acetyltransferase activating enzyme [pyruvate formate-lyase] activating enzyme,intermediate metabolism and respiration
Rv3151,Mb3175,nuoG, 806 aa, 806 aa ,,,99.80%,806 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh dehydrogenase i chain g nuog nadh-ubiquinone oxidoreductase chain g,intermediate metabolism and respiration
Rv3153,Mb3177,nuoI, 211 aa, 211 aa ,,,99.50%,211 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh dehydrogenase i chain i nuoi nadh-ubiquinone oxidoreductase chain i,intermediate metabolism and respiration
Rv3156,Mb3180,nuoL, 633 aa, 633 aa ,,,99.80%,633 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh dehydrogenase i chain l nuol nadh-ubiquinone oxidoreductase chain l,intermediate metabolism and respiration
Rv3157,Mb3181,nuoM, 553 aa, 553 aa ,,,99.60%,553 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh dehydrogenase i chain m nuok nadh-ubiquinone oxidoreductase chain m,intermediate metabolism and respiration
Rv3161c,Mb3186c,, 382 aa, 382 aa ,,,99.70%,382 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible dioxygenase,intermediate metabolism and respiration
Rv3174,Mb3199,, 235 aa, 235 aa ,,,99.60%,235 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable short-chain dehydrogenase/reductase,intermediate metabolism and respiration
Rv3199c,Mb3224c,nudC, 313 aa, 313 aa ,,,99.70%,313 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh pyrophosphatase nudc nadb diphosphatase nadb pyrophosphatase nadp pyrophosphatase,intermediate metabolism and respiration
Rv3206c,Mb3231c,moeB1, 391 aa, 392 aa ,,,99.70%,392 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable molybdenum cofactor biosynthesis protein moeb1 mpt-synthase sulfurylase molybdopterin synthase sulphurylase,intermediate metabolism and respiration
Rv3225c,Mb3254c,, 474 aa, 474 aa ,,,99.80%,474 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),gcn5-related n-acetyltransferasec phosphorylase,intermediate metabolism and respiration
Rv3227,Mb3256,aroA, 450 aa, 450 aa ,,,99.80%,450 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),3-phosphoshikimate 1-carboxyvinyltransferase aroa 5-enolpyruvylshikimate-3-phosphate synthase epsp synthase epsps,intermediate metabolism and respiration
Rv3248c,Mb3276c,sahH, 495 aa, 495 aa ,,,99.80%,495 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable adenosylhomocysteinase sahh s-adenosyl-l-homocysteine hydrolase adohcyase,intermediate metabolism and respiration
Rv3257c,Mb3285c,pmma, 465 aa, 465 aa ,,,99.80%,465 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphomannomutase pmma pmm phosphomannose mutase,intermediate metabolism and respiration
Rv3266c,Mb3294c,rmlD, 304 aa, 304 aa ,,,99.70%,304 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),dtdp-6-deoxy-l-lyxo-4-hexulose reductase rmld dtdp-rhamnose modification protein dtdp-rhamnose biosynthesis protein dtdp-rhamnose synthase,intermediate metabolism and respiration
Rv3275c,Mb3303c,purE, 174 aa, 174 aa ,,,99.40%,174 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphoribosylaminoimidazole carboxylase catalytic subunit pure air carboxylase airc,intermediate metabolism and respiration
Rv3279c,Mb3307c,birA, 266 aa, 266 aa ,,,99.60%,266 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible bifunctional protein bira: biotin operon repressor b biotin--[acetyl-coa-carboxylase] synthetase biotin--protein ligase,intermediate metabolism and respiration
Rv3283,Mb3311,sseA, 297 aa, 297 aa ,,,99.70%,297 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable thiosulfate sulfurtransferase ssea rhodanese thiosulfate cyanide transsulfurase thiosulfate thiotransferase,intermediate metabolism and respiration
Rv3293,Mb3321,pcd, 494 aa, 494 aa ,,,99.80%,494 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable piperideine-6-carboxilic acid dehydrogenase pcd piperideine-6-carboxylate dehydrogenase,intermediate metabolism and respiration
Rv3299c,Mb3327c,atsB, 970 aa, 970 aa ,,,99.90%,970 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable arylsulfatase atsb aryl-sulfate sulphohydrolase sulfatase,intermediate metabolism and respiration
Rv3308,Mb3336,pmmB, 534 aa, 534 aa ,,,99.80%,534 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphomannomutase pmmb phosphomannose mutase,intermediate metabolism and respiration
Rv3314c,Mb3343c,deoA, 427 aa, 427 aa ,,,99.80%,427 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable thymidine phosphorylase deoa tdrpase pyrimidine phosphorylase,intermediate metabolism and respiration
Rv3317,Mb3346,sdhD, 144 aa, 144 aa ,,,99.30%,144 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable succinate dehydrogenase hydrophobic membrane anchor subunit sdhd succinic dehydrogenase fumarate reductase fumarate dehydrogenase fumaric hydrogenase,intermediate metabolism and respiration
Rv3319,Mb3348,sdhB, 263 aa, 263 aa ,,,99.60%,263 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable succinate dehydrogenase iron-sulphur protein subunit sdhb succinic dehydrogenase fumarate reductase fumarate dehydrogenase fumaric hydrogenase,intermediate metabolism and respiration
Rv3329,Mb3362,, 438 aa, 438 aa ,,,99.80%,438 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable aminotransferase,intermediate metabolism and respiration
Rv3356c,Mb3391c,folD, 281 aa, 281 aa ,,,99.60%,281 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable bifunctional protein fold: methylenetetrahydrofolate dehydrogenase b methenyltetrahydrofolate cyclohydrolase,intermediate metabolism and respiration
Rv3379c,Mb3413c,dxs2, 536 aa, 536 aa ,,,99.80%,536 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable 1-deoxy-d-xylulose 5-phosphate synthase dxs2 1-deoxyxylulose-5-phosphate synthase dxp synthase dxps,intermediate metabolism and respiration
Rv3389c,Mb3421c,htdy, 290 aa, 290 aa ,,,99.70%,290 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable 3-hydroxyacyl-thioester dehydratase htdy,intermediate metabolism and respiration
Rv3401,Mb3434,, 786 aa, 786 aa ,,,99.90%,786 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),conserved protein,intermediate metabolism and respiration
Rv3468c,Mb3497c,rmlB2, 364 aa, 364 aa ,,,99.70%,364 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible dtdp-glucose 4c6-dehydratase,intermediate metabolism and respiration
Rv3470c,Mb3499c,ilvB2, 552 aa, 552 aa ,,,99.80%,552 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable acetolactate synthase large subunit ilvb2 ahas acetohydroxy-acid synthase large subunit als,intermediate metabolism and respiration
Rv3548c,Mb3578c,, 304 aa, 304 aa ,,,99.70%,304 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv3551,Mb3581,, 292 aa, 292 aa ,,,99.70%,292 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible coa-transferase alpha subunit,intermediate metabolism and respiration
Rv3559c,Mb3589c,, 262 aa, 262 aa ,,,99.60%,262 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv3567c,Mb3598c,hsab, 187 aa, 187 aa ,,,99.50%,187 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase. possible 3-hydroxy-9c10-seconandrost-1c3c510-triene-9c17-dione hydroxylase.,intermediate metabolism and respiration
Rv3568c,Mb3599c,hsac, 300 aa, 300 aa ,,,99.70%,300 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),3c4-dhsa dioxygenase,intermediate metabolism and respiration
Rv3570c,Mb3601c,hsaa, 394 aa, 394 aa ,,,99.70%,394 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase. possible 3-hydroxy-9c10-seconandrost-1c3c510-triene-9c17-dione hydroxylase.,intermediate metabolism and respiration
Rv3582c,Mb3613c,ispD, 231 aa, 231 aa ,,,99.60%,231 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),4-diphosphocytidyl-2c-methyl-d-erythritol synthase ispd mep cytidylyltransferase mct,intermediate metabolism and respiration
Rv3588c,Mb3619c,canb, 207 aa, 207 aa ,,,99.50%,207 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),beta-carbonic anhydrase canb,intermediate metabolism and respiration
Rv3671c,Mb3695c,, 397 aa, 397 aa ,,,99.70%,397 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),membrane-associated serine protease,intermediate metabolism and respiration
Rv3685c,Mb3710c,cyp137, 476 aa, 476 aa ,,,99.80%,476 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable cytochrome p450 137 cyp137,intermediate metabolism and respiration
Rv3712,Mb3739,, 413 aa, 413 aa ,,,99.50%,413 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible ligase,intermediate metabolism and respiration
Rv3726,Mb3753,, 397 aa, 397 aa ,,,99.70%,397 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible dehydrogenase,intermediate metabolism and respiration
Rv3727,Mb3754,, 602 aa, 602 aa ,,,99.80%,602 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase,intermediate metabolism and respiration
Rv3729,Mb3756,, 776 aa, 776 aa ,,,99.70%,776 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible transferase,intermediate metabolism and respiration
Rv3762c,Mb3788c,, 626 aa, 626 aa ,,,99.70%,626 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible hydrolase,intermediate metabolism and respiration
Rv3772,Mb3800,hisC2, 353 aa, 353 aa ,,,99.70%,353 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable histidinol-phosphate aminotransferase hisc2 imidazole acetol-phosphate transaminase imidazolylacetolphosphate aminotransferase,intermediate metabolism and respiration
Rv3777,Mb3806,, 328 aa, 328 aa ,,,99.70%,328 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv3829c,Mb3859c,, 536 aa, 536 aa ,,,99.80%,536 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dehydrogenase,intermediate metabolism and respiration
Rv3858c,Mb3888c,gltD, 488 aa, 488 aa ,,,99.80%,488 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadh-dependent glutamate synthase small subunit gltd l-glutamate synthase l-glutamate synthetase nadh-glutamate synthase glutamate synthase nadh glts beta chain nadph-gogat,intermediate metabolism and respiration
Rv3859c,Mb3889c,gltB, 1527 aa, 1527 aa ,,,99.90%,1527 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable ferredoxin-dependent glutamate synthase [nadph] large subunit gltb l-glutamate synthase l-glutamate synthetase nadh-glutamate synthase glutamate synthase nadhnadph-gogat,intermediate metabolism and respiration
Rv3883c,Mb3913c,mycp1, 446 aa, 446 aa ,,,99.80%,446 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),membrane-anchored mycosin mycp1 serine protease subtilisin-like protease subtilase-like mycosin-1,intermediate metabolism and respiration
Rv3913,Mb3944,trxB2, 335 aa, 335 aa ,,,99.70%,335 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable thioredoxin reductase trxb2 trxr tr,intermediate metabolism and respiration
-,Mb3355c,moaA3, 354 aa ,-,-,-,-,-,,, Belongs to the RvD5 region. Absent in Mycobacterium tuberculosis strain H37Rv.,RD region,probable molybdenum cofactor biosynthesis protein a moaa1,intermediate metabolism and respiration
-,Mb3354c,moaB3, 124 aa,-,-,-,-,-,,, Belongs to the RvD5 region. Absent in Mycobacterium tuberculosis strain H37Rv.,RD region,probable pterin-4-alpha-carbinolamine dehydratase moab3 phs 4-alpha-hydroxy-tetrahydropterin dehydratase pterin-4-a-carbinolamine dehydratase phenylalanine hydroxylase-stimulating protein phs pterin carbinolamine dehydratase pcd,intermediate metabolism and respiration
-,Mb1786,, 379 aa, 379 aa ,,,99.75%,379 aa overlap,,, No equivalent in Mycobacterium tuberculosis strain H37Rv. Belong to RvD2 region.,RD region,possible sulfite oxidase,intermediate metabolism and respiration
Rv0197,Mb0203,, 748 aa, 762 aa ,,,99.90%,748 aa overlap,,," In Mycobacterium bovis, a single base transversion (t-g) introduces a stop codon that leads to a shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (748 aa versus 762 aa).",Truncated protein in M. bovis AF2122/97,possible oxidoreductase,intermediate metabolism and respiration
Rv0223c,Mb0228c,, 385 aa, 487 aa ,,,95.30%,364 aa overlap,,," In Mycobacterium bovis, a single base insertion (*-c) leads to a shorter product, with a different COOH part compared to its homolog in Mycobacterium tuberculosis strain H37Rv (385 aa versus 487 aa).",Truncated protein in M. bovis AF2122/97,probable aldehyde dehydrogenase,intermediate metabolism and respiration
Rv0480c,Mb0490c,, 311 aa, 340 aa ,,,100.00%,311 aa overlap,,," In Mycobacterium bovis, a 56 bp deletion results in a different NH2 part and leads to a shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (329 aa versus 340 aa).",Truncated protein in M. bovis AF2122/97,possible amidohydrolase,intermediate metabolism and respiration
