"Name","Type","Product","Start","End","Gene Length","No.Insertion sites","Insertion Index","Av. Coverage","No.Insertion sites DP>5","Insertion Index DP>5","Av. Coverage DP>5","Pos. IS","No.reads per IS","Total no. IS"
"MB1709","CDS","Probable coiled-coil structural protein",1896208,1897125,918,7,0.00762527233115468,3,3,0.00326797385620915,32,"1896097;1896159;1896239;1896357;1896453;1896466;1896584","7,3,3,108,1,32,1",155
"MB1710","CDS","possible bifunctional enzyme%3B long-chain acyl-coa synthase and lipase.",1897343,1900342,3000,4,0.00133333333333333,4,2,0.000666666666666667,14,"1897322;1897695;1899849;1899909","1,2,6,22",31
"MB1710A","CDS","FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster",1900335,1900559,225,0,0,0,0,0,0,"0","0",0
"MB1711c","CDS","Transcriptional regulator%2C AcrR family",1900525,1901148,624,3,0.00480769230769231,2,0,0,0,"1900642;1900857;1901034","2,2,1",5
"MB1712c","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER",1901150,1901830,681,11,0.0161527165932452,4,5,0.00734214390602056,13,"1901034;1901153;1901173;1901604;1901605;1901674;1901722;1901762;1901772;1901773;1901792","1,4,1,13,2,16,5,1,1,12,23",79
"MB1713c","CDS","PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER",1901902,1902669,768,8,0.0104166666666667,10,5,0.00651041666666667,23,"1901792;1901880;1901891;1901951;1902011;1902279;1902373;1902397","23,42,13,1,2,7,1,39",128
"MB1714","CDS","possible 3-methyladenine dna glycosylase mpg",1902728,1903339,612,7,0.011437908496732,2,2,0.00326797385620915,20,"1902720;1902822;1902838;1902940;1903020;1903221;1903339","28,3,12,2,2,2,1",50
"MB1715","CDS","Probable Tyrosyl-tRNA synthase tyrS %28TYRRS%29",1903351,1904625,1275,4,0.00313725490196078,32.5,2,0.00156862745098039,65,"1903339;1904552;1904553;1904614","1,66,1,64",132
"MB1716","CDS","PROBABLE LIPOPROTEIN LPRJ",1905242,1905661,420,8,0.019047619047619,5.5,4,0.00952380952380952,22,"1905458;1905495;1905546;1905548;1905550;1905551;1905576;1905613","9,2,428,1,23,1,21,2",487
"MB1717","CDS","TPR-repeat-containing protein",1905700,1906452,753,10,0.0132802124833997,7.5,5,0.00664010624169987,89,"1905613;1905664;1905668;1905774;1905890;1905892;1906193;1906199;1906311;1906314","2,89,19,11,2,4,132,1,351,1",612
"MB1718","CDS","PROBABLE PHOSPHATASE",1906449,1907510,1062,4,0.00376647834274953,1.5,1,0.000941619585687382,10,"1906697;1907228;1907346;1907381","1,2,10,1",14
"MB1719","CDS","CONSERVED HYPOTHETICAL PROTEIN",1907507,1907683,177,0,0,0,0,0,0,"0","0",0
"MB1720","CDS","2%27-o-methyltransferase tlya",1907691,1908497,807,4,0.00495662949194548,22.5,4,0.00495662949194548,22.5,"1907783;1907870;1907901;1907988","21,36,24,9",90
"MB1721","CDS","inorganic polyphosphate/atp-nad kinase ppnk %28poly%28p%29/atp nad kinase%29",1908497,1909420,924,0,0,0,0,0,0,"0","0",0
"MB1722","CDS","Probable DNA repair protein recN %28Recombination protein N%29",1909434,1911197,1764,8,0.00453514739229025,7.5,5,0.00283446712018141,12,"1909448;1909566;1910206;1910324;1911047;1911079;1911165;1911197","4,7,67,56,2,8,1,12",157
"MB1723","CDS","FIG005773: conserved membrane protein ML1361",1911293,1912474,1182,3,0.00253807106598985,12,2,0.00169204737732657,159,"1911197;1912471;1912472","12,1,306",319
"MB1724","CDS","outer membrane protein mctb",1912496,1913440,945,6,0.00634920634920635,4,3,0.00317460317460317,6,"1912471;1912472;1912590;1913033;1913086;1913369","1,306,5,3,2,6",323
"MB1725","CDS","probable ctp synthase pyrg",1913580,1915340,1761,3,0.00170357751277683,1,0,0,0,"1913487;1915167;1915281","1,1,2",4
"MB1726","CDS","nudix hydrolase",1915333,1915956,624,3,0.00480769230769231,27,2,0.00320512820512821,175.5,"1915281;1915379;1915399","2,324,27",353
"MB1727","CDS","PROBABLE INTEGRASE/RECOMBINASE",1915953,1916888,936,6,0.00641025641025641,5,3,0.00320512820512821,103,"1916446;1916512;1916769;1916770;1916787;1916793","6,2,1,113,103,4",229
"MB1728c","CDS","13E12 repeat family protein",1916962,1918326,1365,24,0.0175824175824176,9.5,19,0.0139194139194139,14,"1916895;1916905;1916911;1917013;1917090;1917183;1917214;1917218;1917222;1917256;1917301;1917332;1917336;1917340;1917654;1917704;1917770;1917772;1917813;1917822;1917888;1918061;1918107;1918179","1,14,5,14,1,5,65,14,101,1,8,62,10,72,10,5,42,30,2,6,46,7,1,9",531
"MB1729c","CDS","Probable catechol-o-methyltransferase",1918881,1919471,591,13,0.0219966159052453,24,11,0.0186125211505922,32,"1918789;1918872;1918873;1918874;1918907;1918932;1918979;1918990;1918992;1919097;1919225;1919226;1919343","62,56,1,32,9,13,24,2202,7,8,135,1,158",2708
"MB1730c","CDS","PROBABLE D-SERINE/ALANINE/GLYCINE TRANSPORTER PROTEIN CYCA",1919536,1921206,1671,28,0.0167564332734889,9,19,0.0113704368641532,20,"1919522;1919527;1919640;1919645;1919868;1919907;1919916;1919986;1920009;1920034;1920127;1920318;1920423;1920436;1920541;1920723;1920777;1920841;1920846;1920895;1920918;1920964;1920974;1921015;1921036;1921090;1921092;1921163","7,4,3,19,4,1,264,2,8,172,9,247,19,220,22,25,1,20,399,3,4,57,5,9,6,178,15,3",1726
"MB1731c","CDS","ppe family protein ppe22",1921247,1922404,1158,31,0.0267702936096718,10,22,0.0189982728842832,15,"1921163;1921208;1921210;1921233;1921281;1921496;1921499;1921528;1921549;1921563;1921573;1921614;1921617;1921632;1921646;1921667;1921681;1921691;1921834;1921870;1921952;1921988;1921999;1922037;1922074;1922117;1922192;1922242;1922292;1922303;1922360","3,206,12,28,3,66,29,41,3,1,4,74,66,2,11,5,10,14,6,37,24,53,2,16,5,4,4,8,6,6,12",761
"MB1732c","CDS","ppe family protein ppe23",1922444,1923628,1185,28,0.0236286919831224,8,18,0.0151898734177215,16.5,"1922360;1922410;1922421;1922505;1922548;1922734;1922790;1922852;1922900;1922908;1922947;1923065;1923101;1923170;1923271;1923288;1923356;1923358;1923362;1923389;1923474;1923476;1923480;1923528;1923530;1923559;1923564;1923568","12,2,9,4,21,5,57,6,85,79,15,16,8,2,1,2,1,77,24,3,17,65,356,8,1,1,3,5",885
"MB1733c","CDS","Permeases of the major facilitator superfamily",1924232,1924399,168,6,0.0357142857142857,9.5,4,0.0238095238095238,26.5,"1924122;1924192;1924245;1924285;1924297;1924363","135,6,2,2,13,40",198
"MB1734","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",1924632,1926092,1461,35,0.0239561943874059,6,20,0.0136892539356605,15,"1924520;1924522;1924599;1924616;1924638;1924639;1924717;1924757;1924977;1925076;1925095;1925216;1925301;1925419;1925455;1925456;1925489;1925573;1925607;1925649;1925703;1925704;1925705;1925746;1925747;1925767;1925806;1925822;1925839;1925841;1925865;1925876;1925924;1925957;1925994","1,4,21,24,1,34,10,6,2,1,3,1,12,10,14,2,1,18,10,24,1,17,1,1,8,20,31,14,16,1,6,1,6,22,3",347
"MB1735","CDS","PUTATIVE INITIATION INHIBITOR PROTEIN",1926110,1927066,957,1,0.00104493207941484,1,0,0,0,"1927001","1",1
"MB1736","CDS","possible segregation and condensation protein scpa",1927063,1927899,837,14,0.016726403823178,3.5,6,0.00716845878136201,11,"1927001;1927163;1927164;1927282;1927321;1927373;1927396;1927425;1927491;1927543;1927689;1927791;1927807;1927863","1,1,13,9,28,4,1,2,3,19,2,5,3,6",97
"MB1737","CDS","possible segregation and condensation protein scpb",1927896,1928591,696,7,0.0100574712643678,5,5,0.00718390804597701,5,"1927791;1927807;1927863;1927909;1927981;1928044;1928162","5,3,6,5,5,2,10",36
"MB1738","CDS","LSU rRNA pseudouridine%282605%29 synthase %28EC 5.4.99.22%29",1928588,1929352,765,0,0,0,0,0,0,"0","0",0
"MB1739","CDS","cytidylate kinase cmk %28cmp kinase%29 %28cytidine monophosphate kinase%29 %28ck%29",1929349,1930041,693,1,0.00144300144300144,1,0,0,0,"1929594","1",1
"MB1740","CDS","PROBABLE GTP-BINDING PROTEIN ENGA",1930038,1931429,1392,0,0,0,0,0,0,"0","0",0
"MB1741","CDS","Probable oxidoreductase",1931603,1932415,813,6,0.00738007380073801,14,5,0.00615006150061501,17,"1932225;1932270;1932285;1932343;1932370;1932388","38,11,5,38,1,17",110
"MB1742","CDS","PROBABLE 3-HYDROXYBUTYRYL-COA DEHYDROGENASE FADB3a %5BFIRST PART%5D %28BETA-HYDROXYBUTYRYL-COA DEHYDROGENASE%29 %28BHBD%29",1932409,1932972,564,6,0.0106382978723404,11,4,0.00709219858156028,18.5,"1932343;1932370;1932388;1932504;1932622;1932918","38,1,17,3,5,20",84
"MB1743","CDS","PROBABLE 3-HYDROXYBUTYRYL-COA DEHYDROGENASE FADB3b %5BSECOND PART%5D %28BETA-HYDROXYBUTYRYL-COA DEHYDROGENASE%29 %28BHBD%29",1933030,1933323,294,2,0.00680272108843537,90,2,0.00680272108843537,90,"1932918;1933092","20,160",180
"MB1744","CDS","Kynurenine formamidase%2C bacterial %28EC 3.5.1.9%29",1933326,1934156,831,6,0.0072202166064982,8,4,0.00481347773766546,11,"1933618;1933736;1933766;1933873;1933907;1934073","9,24,1,7,1,13",55
"MB1745","CDS","Cupin 2 barrel protein",1934156,1934506,351,4,0.0113960113960114,8.5,2,0.0056980056980057,281.5,"1934073;1934191;1934217;1934335","13,1,4,550",568
"MB1746","CDS","CONSERVED HYPOTHETICAL PROTEIN",1934559,1935182,624,7,0.0112179487179487,3,2,0.00320512820512821,115.5,"1934551;1934869;1934987;1935103;1935122;1935123;1935178","1,104,2,3,1,127,4",242
"MB1748","CDS","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN",1935390,1936169,780,6,0.00769230769230769,2,2,0.00256410256410256,8,"1935815;1935905;1935964;1936023;1936082;1936155","2,2,6,2,10,2",24
"MB1749c","CDS","possible toxin vapc12",1936779,1937168,390,8,0.0205128205128205,8.5,5,0.0128205128205128,15,"1936689;1936728;1936763;1936807;1936846;1936851;1936881;1936969","1,3,45,2,11,15,6,71",154
"MB1750c","CDS","possible antitoxin vapb12",1937165,1937392,228,2,0.0087719298245614,2.5,0,0,0,"1937175;1937293","4,1",5
"MB1751","CDS","POSSIBLE CARBOXYLASE",1937610,1939094,1485,27,0.0181818181818182,17,17,0.0114478114478114,44,"1937558;1937632;1937656;1937665;1937668;1937676;1937750;1937774;1937783;1937786;1937995;1938113;1938131;1938179;1938429;1938436;1938502;1938620;1938659;1938674;1938774;1938775;1938803;1938865;1938893;1938921;1938983","22,129,60,66,2,35,1,82,252,2,10,6,8,3,71,2,17,46,1,1,1,45,1,44,28,3,30",968
"MB1752","CDS","PROBABLE HYDROLASE",1939091,1940338,1248,22,0.0176282051282051,13,15,0.0120192307692308,22,"1938983;1939251;1939369;1939495;1939585;1939608;1939740;1939741;1939765;1939859;1939883;1939939;1939959;1940034;1940107;1940225;1940238;1940263;1940265;1940266;1940275;1940297","30,1,4,3,4,5,2,15,14,22,20,992,7,2,12,286,41,72,1,43,22,7",1605
"MB1753c","CDS","HYPOTHETICAL PROTEIN",1940381,1940800,420,24,0.0571428571428571,10,15,0.0357142857142857,22,"1940265;1940266;1940275;1940297;1940356;1940381;1940383;1940384;1940393;1940405;1940406;1940409;1940415;1940453;1940501;1940524;1940535;1940536;1940571;1940596;1940654;1940675;1940687;1940704","1,43,22,7,22,160,3,61,27,6,57,1,1,3,3,37,1,21,5,4,18,13,23,1",540
"MB1754c","CDS","Transcriptional regulator%2C HxlR family / Domain of unknown function",1940790,1941500,711,17,0.0239099859353024,13,10,0.0140646976090014,30,"1940675;1940687;1940704;1940896;1940964;1941014;1941049;1941133;1941167;1941251;1941313;1941315;1941365;1941374;1941431;1941457;1941483","13,23,1,75,4,75,1,35,25,13,119,1,1,2,341,21,1",751
"MB1755","CDS","PROBABLE OXIDOREDUCTASE",1941601,1942986,1386,13,0.00937950937950938,9,10,0.00721500721500722,11.5,"1941811;1942001;1942005;1942119;1942123;1942442;1942497;1942615;1942625;1942743;1942842;1942912;1942978","2,12,11,9,18,1,5,8,37,16,2,7,71",199
"MB1756","CDS","CONSERVED HYPOTHETICAL PROTEIN",1943019,1943588,570,8,0.0140350877192982,8.5,5,0.0087719298245614,17,"1942912;1942978;1943030;1943082;1943096;1943288;1943406;1943531","7,71,4,1,17,4,10,54",168
"MB1757c","CDS","CONSERVED HYPOTHETICAL PROTEIN",1943613,1944383,771,9,0.0116731517509728,39,7,0.00907911802853437,41,"1943531;1943649;1943654;1943772;1943848;1943966;1944063;1944181;1944201","54,50,45,39,41,37,1,7,1",275
"MB1758c","CDS","possible s-adenosylmethionine-dependent methyltransferase",1944380,1945318,939,7,0.00745473908413206,4,3,0.00319488817891374,14,"1944457;1944575;1944823;1944964;1945082;1945163;1945281","2,8,1,65,14,4,2",96
"MB1759c","CDS","POSSIBLE PENICILLIN-BINDING PROTEIN",1945498,1947051,1554,8,0.00514800514800515,5,4,0.00257400257400257,8.5,"1945674;1945792;1946058;1946176;1946382;1946517;1946635;1946842","1,9,2,236,2,8,8,1",267
"MB1760","CDS","possible succinate-semialdehyde dehydrogenase %5Bnadp%2B%5D dependent %28ssdh%29 gabd2",1947483,1949039,1557,8,0.00513808606294155,4,4,0.00256904303147078,42.5,"1947484;1947928;1947985;1948046;1948103;1948249;1948468;1948880","1,129,2,6,77,8,2,1",226
"MB1761c","CDS","Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family %28AhpC/TSA%29 protein",1949049,1949597,549,7,0.0127504553734062,4,3,0.00546448087431694,7,"1949199;1949261;1949262;1949336;1949349;1949380;1949493","13,1,4,1,5,2,7",33
"MB1762c","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",1949661,1950293,633,8,0.0126382306477093,2,2,0.00315955766192733,307,"1949611;1949812;1949930;1949954;1950072;1950201;1950202;1950221","4,360,1,2,2,254,1,1",625
"MB1763c","CDS","Pyruvate/2-oxoglutarate dehydrogenase complex%2C dihydrolipoamide acyltransferase %28E2%29 component%2C and related enzymes",1950580,1950822,243,4,0.0164609053497942,9,3,0.0123456790123457,9,"1950465;1950527;1950775;1950809","9,24,3,9",45
"MB1764c","CDS","HYPOTHETICAL MEMBRANE PROTEIN",1951097,1951594,498,9,0.0180722891566265,10,6,0.0120481927710843,27.5,"1951091;1951116;1951234;1951242;1951243;1951320;1951361;1951438;1951589","3,119,45,1,161,7,1,10,10",357
"MB1765c","CDS","Probable nitrate reductase NarX",1952034,1953992,1959,28,0.0142930066360388,6.5,17,0.00867789688616641,25,"1951970;1951979;1952084;1952171;1952202;1952246;1952248;1952289;1952364;1952378;1952496;1952510;1952597;1952628;1952715;1952787;1952906;1953015;1953024;1953304;1953305;1953338;1953423;1953482;1953536;1953542;1953600;1953654","1,1,2,11,7,55,3,46,133,85,55,3,4,7,5,3,25,8,34,1,58,5,16,6,1,1,4,134",714
"MB1766c","CDS","POSSIBLE NITRATE/NITRITE TRANSPORTER NARK2",1953989,1955176,1188,9,0.00757575757575758,5,5,0.00420875420875421,11,"1954024;1954142;1954366;1954417;1954535;1954596;1954714;1954966;1955084","11,25,3,1,2,13,7,1,5",68
"MB1767","CDS","conserved protein",1955463,1955747,285,5,0.0175438596491228,6,4,0.0140350877192982,12,"1955396;1955416;1955514;1955692;1955744","3,19,6,18,6",52
"MB1768c","CDS","PROBABLE SULPHATE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER",1955761,1957443,1683,20,0.011883541295306,5,10,0.005941770647653,8.5,"1955692;1955744;1956137;1956239;1956357;1956454;1956733;1956737;1956746;1956851;1956855;1956864;1956914;1956968;1957172;1957191;1957309;1957347;1957380;1957441","18,6,3,7,4,7,10,14,7,2,21,3,1,2,1,2,6,23,1,4",142
"MB1769","CDS","possible antitoxin vapb34",1957511,1957723,213,5,0.0234741784037559,4,2,0.00938967136150235,18,"1957441;1957469;1957559;1957618;1957718","4,12,4,24,2",46
"MB1770","CDS","possible toxin vapc34. contains pin domain.",1957723,1957971,249,11,0.0441767068273092,6,6,0.0240963855421687,25,"1957618;1957718;1957736;1957804;1957825;1957831;1957862;1957920;1957943;1957946;1957949","24,2,26,1,21,37,215,2,6,1,3",338
"MB1771","CDS","unknown protein",1958052,1958717,666,12,0.018018018018018,5.5,7,0.0105105105105105,13,"1957943;1957946;1957949;1958354;1958369;1958380;1958492;1958498;1958610;1958644;1958650;1958717","6,1,3,2,1,3,130,5,92,7,13,16",279
"MB1772","CDS","PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE E PKNE %28PROTEIN KINASE E%29 %28STPK E%29",1958811,1960511,1701,44,0.0258671369782481,8.5,28,0.0164609053497942,18,"1958717;1958762;1958768;1958825;1958874;1958943;1958962;1959154;1959232;1959235;1959272;1959310;1959353;1959392;1959404;1959407;1959475;1959522;1959873;1959875;1959949;1959991;1960000;1960001;1960045;1960067;1960072;1960079;1960105;1960116;1960117;1960118;1960127;1960163;1960190;1960197;1960235;1960236;1960245;1960320;1960354;1960357;1960438;1960475","16,1,24,24,8,22,2,6,2,109,5,1,114,5,2,9,2,1,3,2,71,40,17,1,15,54,12,15,3,1,115,42,3,4,9,6,113,31,1,33,7,19,2,16",988
"MB1773c","CDS","PROBABLE MEMBRANE PROTEIN",1960796,1961197,402,13,0.0323383084577114,31,10,0.0248756218905473,38,"1960681;1960694;1960697;1960722;1960771;1960836;1960872;1960954;1960990;1961072;1961076;1961190;1961194","19,6,31,4,107,97,243,35,31,1,41,4,141",760
"MB1774c","CDS","Probable isopentenyl-diphosphate delta-isomerase IDI %28IPP isomerase%29 %28Isopentenyl pyrophosphate isomerase%29",1961268,1961798,531,9,0.0169491525423729,7,6,0.0112994350282486,46.5,"1961190;1961194;1961271;1961297;1961415;1961431;1961546;1961664;1961695","4,141,6,7,3,2,84,161,9",417
"MB1775","CDS","ANCHORED-MEMBRANE SERINE/THREONINE-PROTEIN KINASE PKNF %28PROTEIN KINASE F%29 %28STPK F%29",1961945,1963375,1431,15,0.010482180293501,10,10,0.00698812019566737,19.5,"1961907;1961935;1961953;1962025;1962071;1962207;1962325;1962398;1962432;1962439;1962516;1962550;1963050;1963168;1963366","33,2,8,24,20,5,4,29,13,1,19,10,2,2,123",295
"MB1776","CDS","PROBABLE CONSERVED TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER",1963437,1966034,2598,38,0.014626635873749,10.5,27,0.0103926096997691,18,"1963366;1963484;1963534;1963570;1963652;1963688;1963754;1963872;1964424;1964563;1964576;1964597;1964618;1964681;1964736;1964771;1964863;1964981;1965019;1965064;1965093;1965137;1965162;1965163;1965211;1965281;1965287;1965402;1965403;1965405;1965427;1965521;1965545;1965874;1965916;1965950;1965992;1966034","123,18,7,6,13,8,46,8,13,41,23,3,1054,9,98,2,2,2,17,1,12,20,1,54,3,22,24,1,1,2,131,4,7,22,112,16,6,7",1939
"MB1777","CDS","unknown protein",1966407,1967138,732,15,0.0204918032786885,3,7,0.00956284153005465,40,"1966412;1966414;1966415;1966476;1966530;1966532;1966771;1966889;1966924;1967020;1967069;1967071;1967094;1967131;1967138","40,31,1,1,7,219,1,2,3,32,1,156,3,2,60",559
"MB1778c","CDS","POSSIBLE INTEGRAL MEMBRANE PROTEIN",1967135,1967692,558,22,0.039426523297491,5.5,14,0.025089605734767,26.5,"1967020;1967069;1967071;1967094;1967131;1967138;1967161;1967164;1967191;1967245;1967279;1967282;1967309;1967321;1967363;1967420;1967439;1967532;1967538;1967650;1967656;1967663","32,1,156,3,2,60,5,72,4,3,6,5,14,49,4,67,21,47,6,1,1,5",564
"MB1779c","CDS","POSSIBLE FATTY-ACID-COA LIGASE FADD1 %28FATTY-ACID-COA SYNTHETASE%29 %28FATTY-ACID-COA SYNTHASE%29",1967776,1969374,1599,32,0.0200125078173859,5.5,19,0.0118824265165729,8,"1967663;1967695;1967774;1967781;1967823;1967846;1967941;1967964;1967977;1967980;1967988;1968061;1968095;1968098;1968106;1968117;1968162;1968209;1968235;1968280;1968327;1968406;1968535;1968653;1968671;1968789;1968858;1969029;1969096;1969164;1969193;1969282","5,2,3,2,7,5,8,6,8,8,12,16,8,5,13,23,4,2,40,6,6,1,4,2,6,4,2,12,1,18,2,2",243
"MB1780","CDS","PROBABLE OXIDOREDUCTASE",1969428,1970810,1383,22,0.0159074475777296,9.5,14,0.0101229211858279,15.5,"1969403;1969441;1969521;1969564;1969714;1969750;1969781;1969868;1969875;1969888;1969939;1969993;1970006;1970110;1970167;1970169;1970228;1970287;1970453;1970571;1970614;1970733","3,14,2,1,3,79,15,46,3,8,12,5,10,96,1,81,36,3,18,9,4,16",465
"MB1781","CDS","CONSERVED HYPOTHETICAL PROTEIN",1970937,1971386,450,9,0.02,5,5,0.0111111111111111,18,"1970836;1970851;1970954;1971021;1971101;1971219;1971240;1971306;1971358","36,80,18,1,2,1,5,1,10",154
"MB1782c","CDS","ppe family protein ppe24",1971421,1974576,3156,30,0.00950570342205323,8.5,18,0.00570342205323194,14.5,"1971306;1971358;1972304;1972682;1972699;1973015;1973054;1973089;1973127;1973133;1973172;1973206;1973207;1973288;1973293;1973295;1973411;1973692;1973828;1973870;1973946;1973953;1973988;1974000;1974042;1974071;1974118;1974160;1974535;1974560","1,10,1,139,8,25,1,1,2,46,13,44,9,1,12,1,1,2,28,23,15,2,113,9,8,14,19,7,1,2",558
"MB1783c","CDS","conserved protein",1974780,1976471,1692,51,0.0301418439716312,12,35,0.0206855791962175,18,"1974678;1974698;1974708;1974720;1974767;1974816;1974864;1974875;1974885;1974887;1974899;1974908;1974942;1974982;1974993;1975001;1975005;1975007;1975026;1975052;1975060;1975091;1975118;1975119;1975170;1975209;1975236;1975429;1975430;1975548;1975626;1975692;1975768;1975881;1975886;1975906;1975993;1975999;1976045;1976104;1976111;1976124;1976222;1976273;1976274;1976275;1976277;1976345;1976391;1976395;1976469","7,41,3,3,7,3,121,4,5,87,5,35,14,3,4,13,127,3,1,113,14,17,24,12,358,29,18,1,39,101,7,2,7,4,12,1,9,21,61,13,6,1,34,621,6,1,12,1,653,277,2",2963
"MB1784c","CDS","PROBABLE PHOSPHOLIPASE C 4 PLCD",1976655,1978199,1545,33,0.0213592233009709,4,15,0.00970873786407767,18,"1976814;1976879;1976932;1976978;1976997;1977096;1977097;1977103;1977201;1977208;1977209;1977215;1977318;1977319;1977326;1977354;1977436;1977526;1977575;1977602;1977605;1977644;1977693;1977720;1977723;1977783;1977829;1977887;1977901;1978005;1978035;1978129;1978153","3,3,41,3,17,10,61,1,17,18,3,130,7,3,31,1,1,4,13,6,19,3,46,1,1,4,1,2,4,1,2,80,14",551
"MB1785c","CDS","CONSERVED HYPOTHETICAL PROTEIN",1978328,1979512,1185,10,0.00843881856540084,2.5,2,0.00168776371308017,8,"1978248;1978390;1978898;1979016;1979118;1979171;1979189;1979236;1979329;1979396","2,2,8,8,3,1,2,4,4,1",35
"MB1786","CDS","POSSIBLE SULFITE OXIDASE",1979662,1980801,1140,23,0.0201754385964912,3,10,0.0087719298245614,17.5,"1979601;1979645;1979708;1979719;1979763;1979791;1979800;1979801;1979826;1979883;1979905;1979909;1979919;1979992;1980001;1980006;1980023;1980033;1980110;1980180;1980248;1980366;1980757","2,33,3,11,32,4,1,384,6,14,2,6,386,2,21,1,3,1,5,1,2,2,1",923
"MB1787","CDS","PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL14",1981002,1983839,2838,78,0.0274841437632135,7,45,0.0158562367864693,33,"1980906;1980966;1981024;1981084;1981147;1981150;1981217;1981265;1981268;1981376;1981469;1981494;1981587;1981610;1981620;1981701;1981738;1981796;1981819;1981824;1981942;1982036;1982076;1982154;1982256;1982374;1982462;1982525;1982563;1982564;1982565;1982566;1982580;1982643;1982682;1982798;1982828;1982831;1982832;1982833;1982876;1982916;1982950;1982955;1982974;1982994;1983008;1983016;1983073;1983092;1983134;1983213;1983289;1983291;1983314;1983315;1983331;1983332;1983333;1983342;1983403;1983407;1983409;1983432;1983450;1983460;1983521;1983596;1983612;1983617;1983667;1983701;1983714;1983735;1983746;1983749;1983750;1983819","1,3,5,2,4,1,8,9,2,26,1,41,2,1,10,15,1,7,33,44,49,8,47,156,22,6,28,61,2,695,2,4,6,38,501,37,75,1,173,1,3,5,168,2,1,4,3,8,4,6,41,10,101,82,2,3,7,17,1,1,21,39,77,1,13,1,108,1,2,10,2,1,119,19,44,2,709,2",3768
"MB1788","CDS","PROBABLE CUTINASE CUT1",1984160,1984816,657,15,0.0228310502283105,3,7,0.0106544901065449,19,"1984114;1984238;1984298;1984300;1984302;1984356;1984403;1984420;1984521;1984558;1984560;1984634;1984678;1984728;1984752","3,2,13,3,95,19,5,92,1,2,162,2,16,3,2",420
"MB1789c","CDS","PE-PGRS FAMILY PROTEIN WAG22B %5BSECOND PART%5D",1985083,1987545,2463,13,0.00527811611855461,4,6,0.00243605359317905,48,"1984967;1984968;1985000;1985008;1985086;1985461;1985462;1985526;1985644;1986214;1986216;1986326;1986332","1,27,69,21,10,1,1,4,1,80,4,1,120",340
"MB1790c","CDS","PE-PGRS FAMILY PROTEIN WAG22A %5BFIRST PART%5D",1987542,1987826,285,9,0.0315789473684211,4,4,0.0140350877192982,11.5,"1987570;1987644;1987657;1987659;1987680;1987743;1987775;1987797;1987798","2,4,7,1,3,13,14,10,1",55
"MB1791","CDS","possible triacylglycerol synthase %28diacylglycerol acyltransferase%29",1988402,1989931,1530,41,0.026797385620915,5,23,0.0150326797385621,24,"1988304;1988309;1988332;1988398;1988424;1988426;1988427;1988499;1988505;1988516;1988535;1988542;1988544;1988585;1988617;1988623;1988653;1988700;1988703;1988772;1988818;1988923;1988980;1989041;1989098;1989108;1989110;1989111;1989153;1989226;1989228;1989271;1989389;1989392;1989510;1989561;1989634;1989679;1989798;1989813;1989916","4,73,1,58,17,1,18,2,23,4,11,13,4,7,22,30,239,3,5,24,3,94,5,130,1,3,75,1,2,77,109,2,3,5,3,1,2,22,126,3,59",1285
"MB1792c","CDS","possible exported protein",1989919,1990302,384,10,0.0260416666666667,46,8,0.0208333333333333,55.5,"1989813;1989916;1990008;1990042;1990072;1990126;1990160;1990190;1990265;1990295","3,59,2,40,28,6,102,52,104,181",577
"MB1793c","CDS","unknown protein",1990302,1991090,789,16,0.0202788339670469,18,15,0.0190114068441065,19,"1990190;1990265;1990295;1990383;1990391;1990413;1990477;1990509;1990595;1990607;1990725;1990757;1990826;1990875;1990944;1991008","52,104,181,124,17,3,17,10,14,14,9,19,81,30,13,50",738
"MB1794c","CDS","HNH endonuclease domain protein",1992108,1993364,1257,14,0.0111376292760541,5,8,0.00636435958631663,7.5,"1991993;1992079;1992085;1992111;1992150;1992215;1992333;1992449;1992514;1992632;1992668;1992786;1992890;1993216","3,2,5,6,1,8,7,3,21,38,4,2,5,11",116
"MB1795c","CDS","PUTATIVE TRANSPOSASE %28FRAGMENT%29",1993991,1994206,216,12,0.0555555555555556,14,8,0.037037037037037,22.5,"1993876;1993919;1993950;1993956;1993990;1993994;1994041;1994068;1994102;1994123;1994149;1994159","18,48,1,1,4,26,87,41,10,19,2,5",262
"MB1795A","CDS","Metal-sensitive transcriptional repressor",1994586,1994855,270,7,0.0259259259259259,2,1,0.0037037037037037,5,"1994496;1994513;1994576;1994631;1994711;1994759;1994829","2,1,3,1,3,5,1",16
