#HMM - Genes
#genes: ES=419, GD=163, NE=2993, GA=324, N/A=7
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv1916	aceAb	isocitrate lyase AceAb	18	0	0	18	0	0.9444	91.76	NE
Rv1917c	PPE34	PPE family protein PPE34	122	0	0	122	0	0.9262	122.66	NE
Rv1918c	PPE35	PPE family protein PPE35	76	0	0	76	0	0.8421	113.08	NE
Rv1919c		hypothetical protein	7	0	0	7	0	0.8571	271.00	NE
Rv1920		membrane protein	13	0	0	13	0	0.9231	198.33	NE
Rv1921c	lppF	lipoprotein LppF	22	0	0	22	0	1.0000	206.41	NE
Rv1922		lipoprotein	21	0	0	21	0	0.9048	242.68	NE
Rv1923	lipD	lipase LipD	35	0	0	15	20	0.9714	255.65	GA
Rv1924c		hypothetical protein	12	0	0	0	12	1.0000	186.58	GA
Rv1925	fadD31	fatty-acid--CoA ligase FadD31	39	0	0	0	39	1.0000	291.95	GA
Rv1926c	mpt63	immunogenic protein Mpt63	9	0	0	0	9	1.0000	116.22	GA
Rv1927		hypothetical protein	17	0	0	17	0	1.0000	225.71	NE
Rv1928c		short-chain type dehydrogenase/reductase	19	0	0	19	0	0.9474	203.67	NE
Rv1929c		hypothetical protein	9	0	0	9	0	0.8889	64.50	NE
Rv1930c		hypothetical protein	6	0	0	6	0	1.0000	45.83	NE
Rv1931c		transcriptional regulator	5	0	0	5	0	1.0000	58.20	NE
Rv1932	tpx	2-Cys peroxiredoxin	9	0	0	9	0	1.0000	71.11	NE
Rv1933c	fadE18	acyl-CoA dehydrogenase FadE18	11	0	0	11	0	0.9091	66.30	NE
Rv1934c	fadE17	acyl-CoA dehydrogenase FadE17	12	0	0	12	0	0.9167	129.55	NE
Rv1935c	echA13	enoyl-CoA hydratase EchA13	10	0	0	10	0	1.0000	165.40	NE
Rv1936		monooxygenase	18	0	0	18	0	1.0000	182.61	NE
Rv1937		oxygenase	49	0	0	49	0	0.9796	67.27	NE
Rv1938	ephB	epoxide hydrolase EphB	17	0	0	17	0	0.8824	68.47	NE
Rv1939		oxidoreductase	5	0	0	5	0	1.0000	27.80	NE
Rv1940	ribA1	riboflavin biosynthesis protein RibA	9	0	0	9	0	1.0000	167.67	NE
Rv1941		short-chain type dehydrogenase/reductase	4	0	0	4	0	1.0000	48.00	NE
Rv1942c	mazF5	toxin MazF5	2	0	0	2	0	1.0000	26.50	NE
Rv1943c	mazE5	antitoxin MazE5	10	0	0	10	0	0.9000	138.11	NE
Rv1944c		hypothetical protein	8	0	0	8	0	1.0000	76.50	NE
Rv1945		hypothetical protein	21	0	0	21	0	1.0000	128.81	NE
Rv1946c	lppG	lipoprotein	7	0	0	7	0	0.8571	112.17	NE
Rv1947		hypothetical protein	6	0	0	6	0	1.0000	125.33	NE
Rv1948c		hypothetical protein	17	0	0	17	0	1.0000	160.41	NE
Rv1950c		hypothetical protein	7	0	0	0	7	1.0000	406.71	GA
Rv1951c		hypothetical protein	6	0	0	0	6	1.0000	201.50	GA
Rv1952	vapB14	antitoxin VapB14	2	0	0	0	2	1.0000	87.00	GA
Rv1953	vapC14	ribonuclease VapC14	13	0	0	0	13	0.9231	963.75	GA
Rv1954c		hypothetical protein	12	0	0	0	12	0.9167	1210.27	GA
Rv1955	higB	toxin HigB	7	0	0	0	7	1.0000	517.00	GA
Rv1956	higA	antitoxin HigA	8	0	0	0	8	0.7500	3834.83	GA
Rv1957		SecB-like chaperone	13	0	0	0	13	1.0000	188.23	GA
Rv1958c		hypothetical protein	12	0	0	1	11	0.9167	489.55	GA
Rv1959c	parE1	toxin ParE1	7	0	0	7	0	1.0000	195.71	NE
Rv1960c	parD1	antitoxin ParD1	4	0	0	4	0	1.0000	169.75	NE
Rv1961		hypothetical protein	10	0	0	10	0	1.0000	127.30	NE
Rv1962c	vapC35	ribonuclease VapC35	14	0	0	14	0	1.0000	164.64	NE
Rv1962A	vapB35	antitoxin VapB35	5	0	0	5	0	1.0000	145.40	NE
Rv1963c	mce3R	transcriptional repressor Mce3R	19	0	0	19	0	1.0000	111.11	NE
Rv1964	yrbE3A	integral membrane protein	7	0	0	7	0	1.0000	352.43	NE
Rv1965	yrbE3B	integral membrane protein	16	0	0	16	0	1.0000	201.25	NE
Rv1966	mce3A	Mce family protein Mce3A	15	0	0	15	0	1.0000	148.80	NE
Rv1967	mce3B	Mce family protein Mce3B	13	0	0	13	0	1.0000	197.00	NE
Rv1968	mce3C	Mce family protein Mce3C	12	0	0	12	0	0.9167	93.73	NE
Rv1969	mce3D	Mce family protein Mce3D	13	0	0	13	0	1.0000	108.46	NE
Rv1970	lprM	Mce family lipoprotein LprM	11	0	0	11	0	1.0000	84.82	NE
Rv1971	mce3F	Mce family protein Mce3F	20	0	0	20	0	1.0000	178.85	NE
Rv1972		Mce associated membrane protein	5	0	0	5	0	1.0000	133.20	NE
Rv1973		Mce associated membrane protein	4	0	0	4	0	1.0000	71.50	NE
Rv1974		membrane protein	8	0	0	8	0	1.0000	155.50	NE
Rv1975		hypothetical protein	14	0	0	14	0	1.0000	252.71	NE
Rv1976c		hypothetical protein	3	0	0	3	0	1.0000	121.33	NE
Rv1977		hypothetical protein	13	0	0	13	0	1.0000	171.92	NE
Rv1978		hypothetical protein	14	0	0	14	0	1.0000	247.07	NE
Rv1979c		permease	39	0	0	18	21	1.0000	252.51	GA
Rv1980c	mpt64	immunogenic protein Mpt64	20	0	0	0	20	1.0000	350.10	GA
Rv1981c	nrdF1	ribonucleoside-diphosphate reductase subunit beta NrdF1	25	0	0	0	25	1.0000	452.36	GA
Rv1982c	vapC36	ribonuclease VapC36	6	0	0	0	6	1.0000	211.00	GA
Rv1982A	vapB36	antitoxin VapB36	5	0	0	0	5	1.0000	29.20	GA
Rv1983	PE_PGRS35	PE-PGRS family protein PE_PGRS35	34	0	0	0	34	1.0000	327.59	GA
Rv1984c	cfp21	cutinase	13	0	0	0	13	1.0000	283.00	GA
RV1984a		hypothetical protein	3	0	0	1	2	1.0000	439.33	GA
Rv1985c		HTH-type transcriptional regulator	14	0	0	14	0	1.0000	172.71	NE
Rv1986		amino acid transporter	9	0	0	9	0	1.0000	136.22	NE
Rv1987		chitinase	10	0	0	10	0	1.0000	248.10	NE
Rv1988	erm(37)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)	7	0	0	7	0	1.0000	127.43	NE
Rv1989c		hypothetical protein	12	0	0	12	0	1.0000	304.00	NE
Rv1990c		transcriptional regulator	6	0	0	6	0	0.0000	0.00	NE
Rv1991c	mazF6	mRNA interferase MazF6	6	0	0	6	0	1.0000	431.50	NE
Rv1991A	mazE6	antitoxin MazE6	7	0	0	7	0	0.7143	115.00	NE
Rv1992c	ctpG	cation transporter ATPase G	35	0	0	35	0	0.9714	219.97	NE
Rv1993c		hypothetical protein	5	0	0	5	0	1.0000	129.00	NE
Rv1994c	cmtR	HTH-type transcriptional regulator CmtR	8	0	1	7	0	0.7500	149.50	NE
Rv1995		hypothetical protein	9	0	0	0	9	1.0000	458.00	GA
Rv1996		universal stress protein	13	0	0	7	6	1.0000	170.38	NE
Rv1997	ctpF	cation transporter ATPase F	29	0	0	29	0	0.9655	103.00	NE
Rv1998c		hypothetical protein	20	0	0	20	0	0.9500	57.68	NE
Rv1999c		transporter	27	0	0	27	0	0.9259	191.88	NE
Rv2000		hypothetical protein	36	0	0	36	0	1.0000	175.94	NE
Rv2001		hypothetical protein	16	0	0	16	0	0.9375	72.00	NE
Rv2002	fabG3	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	11	0	0	11	0	1.0000	74.18	NE
Rv2003c		hypothetical protein	14	0	0	14	0	0.8571	49.83	NE
Rv2004c		hypothetical protein	25	0	0	25	0	0.9600	76.25	NE
Rv2005c		universal stress protein	13	0	0	13	0	1.0000	119.69	NE
Rv2006	otsB1	trehalose-6-phosphate phosphatase OtsB	82	0	0	82	0	0.8659	69.45	NE
Rv2007c	fdxA	ferredoxin	9	0	0	9	0	1.0000	144.89	NE
Rv2008c		hypothetical protein	29	0	0	29	0	0.8621	52.16	NE
Rv2009	vapB15	antitoxin VapB15	5	0	0	5	0	1.0000	216.20	NE
Rv2010	vapC15	ribonuclease VapC15	7	0	0	7	0	1.0000	201.86	NE
Rv2011c		hypothetical protein	6	0	0	6	0	1.0000	418.17	NE
Rv2012		hypothetical protein	11	0	0	11	0	1.0000	229.55	NE
Rv2015c		hypothetical protein	12	0	0	12	0	1.0000	175.00	NE
Rv2016		hypothetical protein	7	0	0	7	0	1.0000	108.29	NE
Rv2017		transcriptional regulator	12	12	0	0	0	0.0000	0.00	ES
Rv2018		hypothetical protein	14	0	0	14	0	1.0000	22.21	NE
Rv2019		hypothetical protein	7	0	0	7	0	1.0000	307.86	NE
Rv2021c		transcriptional regulator	7	0	0	7	0	0.7143	268.20	NE
Rv2022c		hypothetical protein	14	0	0	14	0	1.0000	366.36	NE
Rv2023c		hypothetical protein	2	0	0	2	0	1.0000	142.00	NE
Rv2024c		hypothetical protein	16	0	0	16	0	0.9375	331.07	NE
Rv2025c		cation efflux system protein	11	0	0	11	0	1.0000	194.55	NE
Rv2026c		universal stress protein	12	0	0	12	0	0.8333	75.10	NE
Rv2027c	dosT	two component sensor histidine kinase DosT	15	0	0	15	0	1.0000	227.47	NE
Rv2028c		universal stress protein	13	0	0	13	0	0.7692	126.70	NE
Rv2029c	pfkB	6-phosphofructokinase PfkB	11	0	0	11	0	0.9091	157.20	NE
Rv2030c		hypothetical protein	35	0	0	35	0	0.9714	94.29	NE
Rv2031c	hspX	alpha-crystallin	8	0	0	8	0	1.0000	123.38	NE
Rv2032	acg	NAD(P)H nitroreductase	19	0	0	19	0	1.0000	51.89	NE
Rv2033c		hypothetical protein	12	0	0	12	0	1.0000	106.92	NE
Rv2034		ArsR family HTH-type transcriptional repressor	3	0	0	3	0	1.0000	41.00	NE
Rv2035		hypothetical protein	12	0	0	12	0	1.0000	146.58	NE
Rv2036		hypothetical protein	10	0	0	10	0	0.7000	43.00	NE
Rv2037c		transmembrane protein	17	0	0	17	0	0.9412	24.19	NE
Rv2038c		sugar ABC transporter ATP-binding protein	18	0	0	18	0	0.7778	59.71	NE
Rv2039c		sugar ABC transporter permease	17	0	0	17	0	0.9412	68.69	NE
Rv2040c		sugar ABC transporter permease	18	0	0	18	0	0.9444	67.47	NE
Rv2041c		sugar ABC transporter substrate-binding lipoprotein	25	0	0	25	0	1.0000	73.52	NE
Rv2042c		hypothetical protein	15	0	0	15	0	0.8000	78.08	NE
Rv2043c	pncA	pyrazinamidase/nicotinamidase PncA	12	0	0	12	0	0.9167	108.82	NE
Rv2044c		hypothetical protein	8	0	0	8	0	0.8750	157.86	NE
Rv2045c	lipT	carboxylesterase LipT	29	0	0	29	0	0.9310	107.96	NE
Rv2046	lppI	lipoprotein LppI	10	0	0	10	0	1.0000	176.50	NE
Rv2047c		hypothetical protein	32	0	0	32	0	0.9375	58.63	NE
Rv2048c	pks12	polyketide synthase	149	0	0	149	0	0.9060	49.84	NE
Rv2049c		hypothetical protein	2	0	0	2	0	1.0000	53.00	NE
Rv2050		RNA polymerase-binding protein RbpA	5	0	5	0	0	0.4000	3.00	GD
Rv2051c	ppm1	polyprenol-monophosphomannose synthase	33	15	0	18	0	0.5152	205.41	NE
Rv2052c		hypothetical protein	22	0	0	22	0	1.0000	148.36	NE
Rv2053c	fxsA	transmembrane protein FxsA	5	0	0	2	3	1.0000	417.20	GA
Rv2054		hypothetical protein	17	0	0	0	17	1.0000	313.94	GA
Rv2055c	rpsR2	30S ribosomal protein S18	3	0	0	0	3	1.0000	62.00	GA
Rv2056c	rpsN2	30S ribosomal protein S14	4	0	0	0	4	1.0000	116.25	GA
Rv2057c	rpmG1	50S ribosomal protein L33	4	0	0	0	4	1.0000	581.50	GA
Rv2058c	rpmB2	50S ribosomal protein L28	5	0	0	0	5	1.0000	709.20	GA
Rv2059		hypothetical protein	20	0	0	20	0	1.0000	140.35	NE
Rv2060		integral membrane protein	4	0	0	4	0	1.0000	57.50	NE
Rv2061c		hypothetical protein	7	0	0	7	0	1.0000	136.71	NE
Rv2062c	cobN	cobalamin biosynthesis protein CobN	50	0	0	50	0	0.8200	90.46	NE
Rv2063	mazE7	antitoxin MazE7	3	0	0	3	0	1.0000	49.00	NE
Rv2063A	mazF7	mRNA interferase MazF7	4	0	0	4	0	1.0000	172.50	NE
Rv2064	cobG	precorrin-3B synthase	10	0	0	10	0	0.8000	32.75	NE
Rv2065	cobH	precorrin-8X methylmutase	8	0	0	8	0	1.0000	120.88	NE
Rv2066	cobIJ	bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase	22	0	0	22	0	1.0000	165.32	NE
Rv2067c		hypothetical protein	35	0	0	35	0	0.9429	131.52	NE
Rv2068c	blaC	beta-lactamase	15	0	0	15	0	1.0000	370.80	NE
Rv2069	sigC	ECF RNA polymerase sigma factor SigC	9	0	0	9	0	1.0000	126.33	NE
Rv2070c	cobK	precorrin-6A reductase	16	0	0	16	0	0.8125	58.85	NE
Rv2071c	cobM	precorrin-4 C(11)-methyltransferase	17	0	0	17	0	0.9412	155.06	NE
Rv2072c	cobL	precorrin-6Y C(5%2C15)-methyltransferase	13	0	0	13	0	1.0000	64.92	NE
Rv2073c		oxidoreductase	10	0	0	10	0	1.0000	163.10	NE
Rv2074		pyridoxamine 5'-phosphate oxidase	6	0	0	6	0	1.0000	78.67	NE
Rv2075c		hypothetical protein	26	0	0	26	0	1.0000	283.69	NE
Rv2076c		hypothetical protein	5	0	0	5	0	1.0000	242.60	NE
Rv2077c		transmembrane protein	20	0	0	20	0	1.0000	251.00	NE
Rv2077A		hypothetical protein	8	0	0	8	0	0.8750	134.71	NE
Rv2078		hypothetical protein	4	0	0	4	0	1.0000	84.25	NE
Rv2079		hypothetical protein	34	0	0	34	0	0.9118	120.00	NE
Rv2080	lppJ	lipoprotein LppJ	10	0	0	10	0	1.0000	295.20	NE
Rv2081c		transmembrane protein	8	0	0	8	0	1.0000	278.75	NE
Rv2082		hypothetical protein	38	0	0	38	0	0.9737	256.32	NE
Rv2083		hypothetical protein	6	0	0	6	0	1.0000	139.50	NE
Rv2084		hypothetical protein	25	0	0	25	0	0.9600	116.42	NE
Rv2085		hypothetical protein	3	0	0	3	0	0.6667	21.50	NE
Rv2086		hypothetical protein	12	0	0	12	0	1.0000	74.75	NE
Rv2088	pknJ	transmembrane serine/threonine-protein kinase PknJ	30	0	0	30	0	0.9333	80.39	NE
Rv2089c	pepE	dipeptidase PepE	22	0	0	22	0	0.9091	54.90	NE
Rv2090		5'-3' exonuclease	16	0	0	16	0	0.9375	152.47	NE
Rv2091c		membrane protein	20	0	0	20	0	1.0000	152.75	NE
Rv2092c	helY	ATP-dependent DNA helicase HelY	41	0	0	41	0	0.9756	148.47	NE
Rv2093c	tatC	Sec-independent protein translocase transmembrane protein TatC	13	0	12	1	0	0.4615	16.33	GD
Rv2094c	tatA	Sec-independent protein translocase membrane-bound protein TatA	3	0	0	3	0	0.3333	162.00	NE
Rv2095c	pafC	proteasome accessory factor C	15	0	0	15	0	1.0000	241.87	NE
Rv2096c	pafB	proteasome accessory factor B	15	0	0	15	0	0.8000	193.08	NE
Rv2097c	pafA	proteasome accessory factor PafA	22	0	0	22	0	1.0000	71.95	NE
Rv2100		hypothetical protein	19	0	0	19	0	0.9474	250.06	NE
Rv2101	helZ	helicase HelZ	29	0	0	29	0	0.8621	247.76	NE
Rv2102		hypothetical protein	12	0	0	12	0	1.0000	165.00	NE
Rv2103c	vapC37	ribonuclease VapC37	5	0	0	5	0	1.0000	213.60	NE
Rv2104c	vapB37	antitoxin VapB37	2	0	0	2	0	1.0000	133.50	NE
Rv2104a		hypothetical protein	2	0	0	2	0	1.0000	88.50	NE
Rv2107	PE22	PE family protein PE22	10	0	0	10	0	1.0000	152.30	NE
Rv2108	PPE36	PPE family protein PPE36	21	0	0	21	0	1.0000	243.38	NE
Rv2109c	prcA	proteasome subunit alpha	18	0	18	0	0	0.1111	1.00	GD
Rv2110c	prcB	proteasome subunit beta	18	0	18	0	0	0.0556	21.00	GD
Rv2111c	pup	ubiquitin-like protein Pup	1	0	1	0	0	1.0000	1.00	GD
Rv2112c	dop	pup deamidase/depupylase	33	0	0	33	0	1.0000	28.18	NE
Rv2113		integral membrane protein	12	0	0	1	11	0.9167	651.45	GA
Rv2114		hypothetical protein	14	0	0	0	14	1.0000	274.57	GA
Rv2115c	mpa	proteasome-associated ATPase	30	0	0	30	0	1.0000	44.90	NE
Rv2116	lppK	lipoprotein LppK	6	0	0	6	0	1.0000	143.83	NE
Rv2117		hypothetical protein	3	0	0	3	0	1.0000	170.33	NE
Rv2118c		tRNA (adenine(58)-N(1))-methyltransferase	15	0	0	15	0	0.9333	223.43	NE
Rv2119		hypothetical protein	21	0	0	21	0	0.9524	142.10	NE
Rv2120c		integral membrane protein	8	0	0	8	0	0.8750	98.14	NE
Rv2121c	hisG	ATP phosphoribosyltransferase	9	9	0	0	0	0.0000	0.00	ES
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase	3	3	0	0	0	0.0000	0.00	ES
Rv2123	PPE37	PPE family protein PPE37	23	0	0	23	0	1.0000	133.43	NE
Rv2124c	metH	methionine synthase	45	0	0	45	0	0.9333	108.02	NE
Rv2125		hypothetical protein	11	0	0	11	0	1.0000	290.91	NE
Rv2126c	PE_PGRS37	PE-PGRS family protein PE_PGRS37	6	0	0	6	0	0.6667	89.50	NE
Rv2127	ansP1	L-asparagine permease	26	0	0	26	0	1.0000	249.23	NE
Rv2128		transmembrane protein	6	0	0	6	0	1.0000	221.83	NE
Rv2129c		oxidoreductase	14	0	0	14	0	1.0000	140.21	NE
Rv2130c	mshC	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	25	0	24	1	0	0.6400	5.12	GD
Rv2131c	cysQ	3'(2')%2C5'-bisphosphate nucleotidase CysQ	9	0	0	9	0	1.0000	108.22	NE
Rv2132		hypothetical protein	3	0	0	3	0	1.0000	260.00	NE
Rv2133c		hypothetical protein	10	0	0	10	0	1.0000	194.90	NE
Rv2134c		hypothetical protein	8	0	0	8	0	1.0000	130.62	NE
Rv2135c		hypothetical protein	6	0	0	6	0	1.0000	159.17	NE
Rv2136c		undecaprenyl-diphosphatase	14	0	0	14	0	1.0000	247.71	NE
Rv2137c		hypothetical protein	7	0	0	7	0	1.0000	132.86	NE
Rv2138	lppL	lipoprotein LppL	20	0	18	2	0	0.7000	9.00	GD
Rv2139	pyrD	dihydroorotate dehydrogenase	14	13	0	1	0	0.1429	214.00	ES
Rv2140c	TB18.6	hypothetical protein	12	0	0	12	0	0.9167	71.55	NE
Rv2141c		hypothetical protein	22	0	0	22	0	1.0000	199.09	NE
Rv2142c	parE2	toxin ParE2	13	0	0	0	13	1.0000	397.08	GA
Rv2142A	parD2	antitoxin ParD2	2	0	0	0	2	1.0000	293.00	GA
Rv2143		hypothetical protein	15	0	0	0	15	1.0000	289.33	GA
Rv2144c		transmembrane protein	5	0	0	0	5	1.0000	278.20	GA
Rv2145c	wag31	cell wall synthesis protein Wag31	12	11	0	0	1	0.0833	101.00	ES
Rv2146c		transmembrane protein	1	0	0	1	0	1.0000	111.00	NE
Rv2147c		cell division protein SepF	20	14	0	6	0	0.3000	360.67	ES
Rv2148c		hypothetical protein	9	0	0	9	0	0.7778	117.00	NE
Rv2149c	yfiH	laccase domain-containing protein	7	0	0	7	0	1.0000	228.43	NE
Rv2150c	ftsZ	cell division protein FtsZ	8	8	0	0	0	0.0000	0.00	ES
Rv2151c	ftsQ	cell division protein FtsQ	8	0	0	8	0	0.3750	42.00	NE
Rv2152c	murC	UDP-N-acetylmuramate--alanine ligase	14	14	0	0	0	0.1429	1.00	ES
Rv2153c	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase	14	14	0	0	0	0.0000	0.00	ES
Rv2154c	ftsW	lipid II flippase FtsW	18	16	0	2	0	0.2222	71.50	ES
Rv2155c	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	21	21	0	0	0	0.0000	0.00	ES
Rv2156c	murX	phospho-N-acetylmuramoyl-pentappeptidetransferase	12	12	0	0	0	0.0000	0.00	ES
Rv2157c	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	10	10	0	0	0	0.0000	0.00	ES
Rv2158c	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase	11	11	0	0	0	0.0000	0.00	ES
Rv2159c		hypothetical protein	6	0	0	6	0	1.0000	163.00	NE
Rv2161c		hypothetical protein	9	0	0	9	0	1.0000	268.56	NE
Rv2162c	PE_PGRS38	PE-PGRS family protein PE_PGRS38	14	0	0	14	0	0.9286	101.15	NE
Rv2163c	pbpB	penicillin-binding membrane protein PbpB	30	29	0	1	0	0.0667	57.00	ES
Rv2164c		hypothetical protein	10	1	9	0	0	0.2000	19.50	GD
Rv2165c		rRNA small subunit methyltransferase H	23	0	19	4	0	0.6957	12.94	GD
Rv2166c		transcriptional regulator MraZ	8	0	0	8	0	0.5000	155.75	NE
Rv2169c		transmembrane protein	6	0	0	6	0	1.0000	29.33	NE
Rv2170		GCN5-like N-acetyltransferase	15	0	0	15	0	1.0000	108.20	NE
Rv2171	lppM	lipoprotein LppM	9	0	0	9	0	0.8889	254.25	NE
Rv2172c		hypothetical protein	18	17	0	1	0	0.1111	133.50	ES
Rv2173	idsA2	geranylgeranyl pyrophosphate synthetase IdsA	19	0	0	19	0	0.8421	45.19	NE
Rv2174	mptA	alpha(1->6)-mannopyranosyltransferase A	28	24	0	4	0	0.1786	121.00	ES
Rv2175c		DNA-binding protein	7	0	0	7	0	1.0000	258.71	NE
Rv2176	pknL	serine/threonine-protein kinase PknL	24	0	0	24	0	0.8750	146.43	NE
Rv2177c		transposase	7	0	0	7	0	1.0000	225.14	NE
Rv2178c	aroG	phospho-2-dehydro-3-deoxyheptonate aldolase AroG	17	16	0	1	0	0.0588	67.00	ES
Rv2179c		3'-5' exoribonuclease	7	0	0	7	0	1.0000	112.14	NE
Rv2180c		integral membrane protein	12	0	0	12	0	1.0000	152.58	NE
Rv2181		alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	20	0	0	20	0	0.9000	350.44	NE
Rv2182c		1-acylglycerol-3-phosphate O-acyltransferase	22	21	0	1	0	0.0909	26.50	ES
Rv2183c		hypothetical protein	6	0	0	6	0	1.0000	58.33	NE
Rv2184c		hypothetical protein	18	0	0	18	0	1.0000	115.94	NE
Rv2185c	TB16.3	hypothetical protein	13	0	0	13	0	1.0000	115.77	NE
Rv2186c		hypothetical protein	10	0	0	10	0	0.4000	73.00	NE
Rv2187	fadD15	long-chain-fatty-acid--CoA ligase FadD15	35	0	0	35	0	0.9714	218.85	NE
Rv2188c	pimB	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	19	19	0	0	0	0.0000	0.00	ES
Rv2189c		hypothetical protein	12	0	0	12	0	0.9167	73.36	NE
Rv2190c		endopeptidase	20	0	0	20	0	0.9500	219.58	NE
Rv2191		hypothetical protein	27	0	1	26	0	0.9259	200.36	NE
Rv2192c	trpD	anthranilate phosphoribosyltransferase	7	0	7	0	0	0.0000	0.00	GD
Rv2193	ctaE	cytochrome C oxidase subunit III	17	0	17	0	0	0.3529	2.00	GD
Rv2194	qcrC	ubiquinol-cytochrome C reductase cytochrome subunit C	12	0	12	0	0	0.4167	1.60	GD
Rv2195	qcrA	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	22	0	22	0	0	0.1818	13.25	GD
Rv2196	qcrB	ubiquinol-cytochrome C reductase cytochrome subunit B	31	0	28	3	0	0.4516	15.93	GD
Rv2197c		transmembrane protein	13	0	0	13	0	1.0000	228.15	NE
Rv2198c	mmpS3	membrane protein MmpS3	14	0	0	14	0	1.0000	88.57	NE
Rv2199c		cytochrome c oxidase polypeptide 4	8	0	0	8	0	0.5000	227.25	NE
Rv2200c	ctaC	cytochrome C oxidase subunit II	21	0	18	3	0	0.3810	91.75	GD
Rv2201	asnB	asparagine synthetase	30	28	0	2	0	0.1333	146.00	ES
Rv2202c	adoK	adenosine kinase	20	0	19	1	0	0.4000	8.62	GD
Rv2203		membrane protein	15	0	0	15	0	1.0000	287.33	NE
Rv2204c		hypothetical protein	4	0	0	4	0	0.0000	0.00	NE
Rv2205c		hypothetical protein	13	0	0	13	0	1.0000	143.69	NE
Rv2206		transmembrane protein	10	0	0	10	0	1.0000	48.10	NE
Rv2207	cobT	nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase	8	0	0	8	0	1.0000	22.12	NE
Rv2208	cobS	adenosylcobinamide-GDP ribazoletransferase	10	0	0	10	0	0.9000	76.78	NE
Rv2209		integral membrane protein	26	2	0	24	0	0.9231	221.29	NE
Rv2210c	ilvE	branched-chain amino acid aminotransferase	23	22	0	1	0	0.1304	11.33	ES
Rv2211c	gcvT	aminomethyltransferase	18	17	0	1	0	0.1111	53.00	ES
Rv2212		adenylyl cyclase	11	0	0	11	0	1.0000	188.27	NE
Rv2213	pepB	cytosol aminopeptidase	16	0	0	16	0	0.9375	132.27	NE
Rv2214c	ephD	oxidoreductase EphD	32	0	0	32	0	0.9688	156.65	NE
Rv2215	dlaT	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	15	0	0	15	0	0.7333	15.91	NE
Rv2216		epimerase family protein	13	0	0	13	0	0.9231	133.83	NE
Rv2217	lipB	octanoyltransferase	12	8	0	4	0	0.3333	58.25	ES
Rv2218	lipA	lipoyl synthase	15	13	0	2	0	0.1333	55.50	ES
Rv2219		transmembrane protein	9	0	0	9	0	0.4444	98.00	NE
Rv2219A		membrane protein	3	0	0	3	0	1.0000	103.00	NE
Rv2220	glnA1	glutamine synthetase	30	29	0	0	1	0.1000	365.33	ES
Rv2221c	glnE	[glutamate--ammonia-ligase] adenylyltransferase	39	0	20	19	0	0.8205	16.84	GD
Rv2222c	glnA2	glutamine synthetase	21	0	0	21	0	1.0000	68.14	NE
Rv2223c		carboxylesterase B	29	0	0	29	0	1.0000	205.93	NE
Rv2224c	caeA	carboxylesterase A	30	0	0	10	20	0.9667	342.07	GA
Rv2224d		hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	15	15	0	0	0	0.0000	0.00	ES
Rv2226		hypothetical protein	25	0	0	25	0	0.9600	73.12	NE
Rv2227		hypothetical protein	19	0	0	19	0	0.9474	71.28	NE
Rv2228c		multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	20	0	17	3	0	0.6000	46.83	GD
Rv2229c		hypothetical protein	5	0	1	4	0	0.8000	71.75	NE
Rv2230c		GTP cyclohydrolase	16	0	0	16	0	0.9375	42.93	NE
Rv2231c	cobC	aminotransferase	16	0	0	16	0	0.9375	42.73	NE
Rv2231A	vapC16	ribonuclease VapC16	5	0	0	5	0	1.0000	130.80	NE
Rv2231B	vapB16	antitoxin VapB16	3	0	0	3	0	1.0000	43.33	NE
Rv2232	ptkA	protein tyrosine kinase transcriptional regulator PtkA	11	0	0	11	0	1.0000	28.91	NE
Rv2234	ptpA	protein-tyrosine-phosphatase	7	0	0	7	0	1.0000	79.86	NE
Rv2235		transmembrane protein	17	0	16	1	0	0.4706	4.00	GD
Rv2236c	cobD	cobalamin biosynthesis transmembrane protein CobD	13	0	1	12	0	0.6923	42.44	NE
